ts,container,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
2026-01-04T01:28:04-05:00,basic-kernel-1,0.13%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:29:07-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:29:07-05:00,basic-backend-1,0.00%,26.69MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:29:07-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:30:10-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:30:10-05:00,basic-backend-1,0.00%,26.69MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:30:10-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:31:12-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:31:12-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:31:12-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:32:14-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:32:14-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:32:14-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:33:17-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:33:17-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:33:17-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:34:20-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:34:20-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:34:20-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:35:22-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:35:22-05:00,basic-backend-1,0.01%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:35:22-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:36:24-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:36:24-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:36:24-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:37:27-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:37:27-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:37:27-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:38:30-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:38:30-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:38:30-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:39:33-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,4.96kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:39:33-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.71kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:39:33-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,8.16kB / 5.76kB,17.9MB / 0B,17
2026-01-04T01:40:35-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,5.03kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:40:35-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.79kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:40:35-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,11.3kB / 9.09kB,17.9MB / 0B,17
2026-01-04T01:41:38-05:00,basic-frontend-1,0.00%,10.64MiB / 7.659GiB,0.14%,5.03kB / 2kB,6.93MB / 4.1kB,13
2026-01-04T01:41:38-05:00,basic-backend-1,0.00%,26.98MiB / 7.659GiB,0.34%,3.79kB / 2.74kB,3.81MB / 4.1kB,23
2026-01-04T01:41:38-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,11.3kB / 9.09kB,17.9MB / 0B,17
2026-01-04T01:42:41-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:42:41-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.34%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:42:41-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:43:43-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:43:43-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.34%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:43:43-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:44:45-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:44:45-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.34%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:44:45-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:45:48-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:45:48-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.34%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:45:48-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:46:51-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:46:51-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:46:51-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:47:53-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:47:53-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:47:53-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:48:55-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:48:55-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:48:55-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:49:59-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:49:59-05:00,basic-backend-1,0.00%,27.06MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:49:59-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:51:02-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:51:02-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:51:02-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:52:06-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:52:06-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:52:06-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:53:10-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:53:10-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:53:10-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:54:13-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:54:13-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:54:13-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:55:16-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:55:16-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:55:16-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:56:20-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:56:20-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:56:20-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:57:23-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:57:23-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:57:23-05:00,basic-kernel-1,0.10%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:58:26-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:58:26-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:58:26-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T01:59:30-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T01:59:30-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T01:59:30-05:00,basic-kernel-1,0.11%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T02:00:33-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:00:33-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T02:00:33-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T02:01:37-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:01:37-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T02:01:37-05:00,basic-kernel-1,0.11%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T02:02:41-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:02:41-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T02:02:41-05:00,basic-kernel-1,0.08%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T02:03:44-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.82kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:03:44-05:00,basic-backend-1,0.00%,27.07MiB / 7.659GiB,0.35%,4.51kB / 3.38kB,3.81MB / 4.1kB,23
2026-01-04T02:03:44-05:00,basic-kernel-1,0.09%,45.91MiB / 7.659GiB,0.59%,12.1kB / 9.59kB,17.9MB / 0B,17
2026-01-04T02:04:48-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:04:48-05:00,basic-backend-1,0.08%,35.75MiB / 7.659GiB,0.46%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:04:48-05:00,basic-kernel-1,0.13%,46.12MiB / 7.659GiB,0.59%,117kB / 127kB,17.9MB / 0B,18
2026-01-04T02:05:52-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:05:52-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:05:52-05:00,basic-kernel-1,0.16%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:06:56-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:06:56-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:06:56-05:00,basic-kernel-1,0.09%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:08:00-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:08:00-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:08:00-05:00,basic-kernel-1,0.10%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:09:04-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:09:04-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:09:04-05:00,basic-kernel-1,0.09%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:10:07-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:10:07-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:10:07-05:00,basic-kernel-1,0.11%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:11:11-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:11:11-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:11:11-05:00,basic-kernel-1,0.10%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:12:15-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:12:15-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:12:15-05:00,basic-kernel-1,0.09%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:13:19-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:13:19-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:13:19-05:00,basic-kernel-1,0.10%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
2026-01-04T02:14:23-05:00,basic-frontend-1,0.00%,10.69MiB / 7.659GiB,0.14%,5.97kB / 2.94kB,6.93MB / 4.1kB,13
2026-01-04T02:14:23-05:00,basic-backend-1,0.00%,35.48MiB / 7.659GiB,0.45%,251kB / 263kB,3.97MB / 4.1kB,23
2026-01-04T02:14:23-05:00,basic-kernel-1,0.09%,46.07MiB / 7.659GiB,0.59%,119kB / 129kB,17.9MB / 0B,17
